"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","371","Test Case 15 - Checking the number of shipped entities","U001","Wed Mar 26 10:34:28 GMT 2025","failed","Wed Mar 26 10:34:29 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","399","Test Case 19 - Receiving Part And Check Stock","U001","Wed Mar 26 10:34:33 GMT 2025","failed","Wed Mar 26 10:34:34 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","345","Test Case 10 - Receiving Part And Check Stock","U001","Wed Mar 26 10:34:22 GMT 2025","failed","Wed Mar 26 10:34:23 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","419","Test Case 08 - Disassembly of the set","U001","Wed Mar 26 10:34:19 GMT 2025","failed","Wed Mar 26 10:34:20 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","608","Test Case 09 - Complete Set Of Cbed After Desassembly","U001","Wed Mar 26 10:34:21 GMT 2025","failed","Wed Mar 26 10:34:21 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","356","Test Case 22 - Receiving Product And Check Stock","U001","Wed Mar 26 10:34:37 GMT 2025","failed","Wed Mar 26 10:34:38 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","396","Test Case 24 - Launch Into Production Cbed","U001","Wed Mar 26 10:34:40 GMT 2025","failed","Wed Mar 26 10:34:40 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","401","Test Case 05 - Launch Into Production Parts","U001","Wed Mar 26 10:34:16 GMT 2025","failed","Wed Mar 26 10:34:16 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","349","Test Case 27 - Checking new date by urgency","U001","Wed Mar 26 10:34:44 GMT 2025","failed","Wed Mar 26 10:34:44 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","417","Test Case 17 - Marking Parts","U001","Wed Mar 26 10:34:31 GMT 2025","failed","Wed Mar 26 10:34:31 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","425","Test Case 31 - Check the order number","U001","Wed Mar 26 10:34:49 GMT 2025","failed","Wed Mar 26 10:34:49 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","383","Test Case 04 - Launch Into Production Cbed","U001","Wed Mar 26 10:34:14 GMT 2025","failed","Wed Mar 26 10:34:15 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","347","Test Case 12 - Complete Set Of Product","U001","Wed Mar 26 10:34:25 GMT 2025","failed","Wed Mar 26 10:34:25 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","366","Test Case 30 - Moving Task For Shipment To The Archive","U001","Wed Mar 26 10:34:47 GMT 2025","failed","Wed Mar 26 10:34:48 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","372","Test Case 18 - Checking new date by urgency","U001","Wed Mar 26 10:34:32 GMT 2025","failed","Wed Mar 26 10:34:33 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","407","Test Case 25 - Launch Into Production Parts","U001","Wed Mar 26 10:34:41 GMT 2025","failed","Wed Mar 26 10:34:42 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","347","Test Case 11 - Receiving Cbed And Check Stock","U001","Wed Mar 26 10:34:23 GMT 2025","failed","Wed Mar 26 10:34:24 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","601","Test Case 03 - Launch Into Production Product","U001","Wed Mar 26 10:34:13 GMT 2025","failed","Wed Mar 26 10:34:13 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","371","Test Case 07 - Complete Set Of Cbed","U001","Wed Mar 26 10:34:18 GMT 2025","failed","Wed Mar 26 10:34:18 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","335","Test Case 06 - Marking Parts","U001","Wed Mar 26 10:34:17 GMT 2025","failed","Wed Mar 26 10:34:17 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","1170","Test Case 01 - Loading Task","U001","Wed Mar 26 10:34:07 GMT 2025","failed","Wed Mar 26 10:34:08 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","369","Test Case 29 - Archive Assembly Warehouse Task All","U001","Wed Mar 26 10:34:46 GMT 2025","failed","Wed Mar 26 10:34:47 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","766","Test Case 02 - Checking the urgency date and quantity in a shipment task","U001","Wed Mar 26 10:34:11 GMT 2025","failed","Wed Mar 26 10:34:12 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","342","Test Case 28 - Archive Metalworking Warehouse Task All","U001","Wed Mar 26 10:34:45 GMT 2025","failed","Wed Mar 26 10:34:45 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","351","Test Case 13 - Receiving Product And Check Stock","U001","Wed Mar 26 10:34:26 GMT 2025","failed","Wed Mar 26 10:34:26 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","364","Test Case 23 - Launch Into Production Product","U001","Wed Mar 26 10:34:39 GMT 2025","failed","Wed Mar 26 10:34:39 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","408","Test Case 26 - Uploading Second Shipment Task","U001","Wed Mar 26 10:34:42 GMT 2025","failed","Wed Mar 26 10:34:43 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","379","Test Case 20 - Receiving Cbed And Check Stock","U001","Wed Mar 26 10:34:35 GMT 2025","failed","Wed Mar 26 10:34:35 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","346","Test Case 14 - Uploading Shipment Task","U001","Wed Mar 26 10:34:27 GMT 2025","failed","Wed Mar 26 10:34:27 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","433","Test Case 16 - Loading The Second Task","U001","Wed Mar 26 10:34:30 GMT 2025","failed","Wed Mar 26 10:34:30 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","434","Test Case 21 - Complete Set Of Product","U001","Wed Mar 26 10:34:36 GMT 2025","failed","Wed Mar 26 10:34:36 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
"","1","Спецификация","U001","Wed Mar 26 10:34:07 GMT 2025","skipped","Wed Mar 26 10:34:07 GMT 2025","Test Suite: U001 - Uploading a task.","main.spec.ts","",""
