"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify Дефицит Продукции (Product Deficit) Page Column header values Check for RIGHT table.","9214","Test Case 3 - Verify Дефицит Продукции (Product Deficit) Page Column header values Check for RIGHT table","page002","Mon Mar 03 05:17:44 GMT 2025","passed","Mon Mar 03 05:17:53 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"Verify Дефицит Продукции (Product Deficit) Page Row Ordering for LEFT table.","18201","Test Case 6 - Verify Дефицит Продукции (Product Deficit) Page Row Ordering for LEFT table","page002","Mon Mar 03 05:18:19 GMT 2025","passed","Mon Mar 03 05:18:37 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"Verify Дефицит Продукции (Product Deficit) Page Column header values Check for LEFT table.","12528","Test Case 4 - Verify Дефицит Продукции (Product Deficit) Page Column header values Check for LEFT table","page002","Mon Mar 03 05:17:53 GMT 2025","passed","Mon Mar 03 05:18:06 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"","1","Test Case 9 - Verify Дефицит Продукции (Product Deficit) Page - Compare dates with Order List for RIGHT table","page002","Mon Mar 03 05:19:03 GMT 2025","skipped","Mon Mar 03 05:19:03 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"Verify Дефицит Продукции (Product Deficit) Page search functionality for LEFT table.","26077","Test Case 7 - Verify Дефицит Продукции (Product Deficit) Page search functionality LEFT table","page002","Mon Mar 03 05:18:37 GMT 2025","passed","Mon Mar 03 05:19:03 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"Verify Дефицит Продукции (Product Deficit) Page Row Ordering for RIGHT table.","12953","Test Case 5 - Verify Дефицит Продукции (Product Deficit) Page Row Ordering for RIGHT table","page002","Mon Mar 03 05:18:06 GMT 2025","passed","Mon Mar 03 05:18:19 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"","27876","Test case 0: Дефицит Продукции (Product Deficit) Page - Scan tables within a specific element","page002","Mon Mar 03 05:16:53 GMT 2025","failed","Mon Mar 03 05:17:21 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"","1","Test Case 8 - Verify Дефицит Продукции (Product Deficit) Page search functionality RIGHT table","page002","Mon Mar 03 05:19:03 GMT 2025","skipped","Mon Mar 03 05:19:03 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"Verify Дефицит Продукции (Product Deficit) Page Column Count and Order Check for LEFT table.","12425","Test Case 2 - Verify Дефицит Продукции (Product Deficit) Page Column Count and Order Check for LEFT table","page002","Mon Mar 03 05:17:32 GMT 2025","passed","Mon Mar 03 05:17:44 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"Verify Дефицит Продукции (Product Deficit) Page Column Count and Order Check for RIGHT table.","9184","Test Case 1 - Verify Дефицит Продукции (Product Deficit) Page Column Count and Order Check for RIGHT table","page002","Mon Mar 03 05:17:23 GMT 2025","passed","Mon Mar 03 05:17:32 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
