"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23239","TestCase 11 - Delete a Material Before Saving","U004","Tue Apr 29 11:51:10 GMT 2025","failed","Tue Apr 29 11:51:34 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","20751","TestCase 10 - cleanup (Return to original state)","U004","Tue Apr 29 11:50:49 GMT 2025","failed","Tue Apr 29 11:51:09 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","21208","TestCase 08 - cleanup (Return to original state)","U004","Tue Apr 29 11:50:05 GMT 2025","failed","Tue Apr 29 11:50:26 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","22093","TestCase 07 - Редактирование изделия - Сравниваем комплектацию (Edit an Existing Детайл - Comparing the complete set)","U004","Tue Apr 29 11:49:42 GMT 2025","failed","Tue Apr 29 11:50:04 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","21320","TestCase 12 - Удалить сохраненный материал (Remove Saved Material)","U004","Tue Apr 29 11:51:35 GMT 2025","failed","Tue Apr 29 11:51:56 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","21697","TestCase 02 - Очистка после теста. (Cleanup after test)","U004","Tue Apr 29 11:47:50 GMT 2025","failed","Tue Apr 29 11:48:11 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","20466","TestCase 09- Редактирование изделия - Сравниваем комплектацию (Edit an Existing Material ПД - Comparing the complete set)","U004","Tue Apr 29 11:50:27 GMT 2025","failed","Tue Apr 29 11:50:48 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","20656","TestCase 16 - Добавьте больше материалов, чем ограниченное количество в спецификацию и проверка сохранения (Exceed Allowed Materials)","U004","Tue Apr 29 11:52:46 GMT 2025","failed","Tue Apr 29 11:53:07 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","19653","TestCase 14 - Сохранить без добавления каких-либо элементов в спецификацию и проверка сохранения (Save Without Adding Material)","U004","Tue Apr 29 11:52:03 GMT 2025","failed","Tue Apr 29 11:52:23 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","20241","TestCase 17 - cleanup delete all added details (cleanup delete all added details)","U004","Tue Apr 29 11:53:08 GMT 2025","failed","Tue Apr 29 11:53:28 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","21470","TestCase 04 - Очистка после теста. (Cleanup after test)","U004","Tue Apr 29 11:48:35 GMT 2025","failed","Tue Apr 29 11:48:56 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","21341","TestCase 06 - Очистка после теста. (Cleanup after test)","U004","Tue Apr 29 11:49:20 GMT 2025","failed","Tue Apr 29 11:49:41 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","0","TestCase 20 - Совместные изменения (Collaborative Changes)","U004","Tue Apr 29 11:54:11 GMT 2025","skipped","Tue Apr 29 11:54:11 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","21665","TestCase 05 - Adding All Material Types at Once","U004","Tue Apr 29 11:48:57 GMT 2025","failed","Tue Apr 29 11:49:19 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","6134","TestCase 13 - Добавить одинаковый СБ в спецификацию ДВА раза и проверка сохранения или нет (Add Duplicate Material Type)","U004","Tue Apr 29 11:51:57 GMT 2025","passed","Tue Apr 29 11:52:03 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","21297","TestCase 15 - Перезагрузить без сохранения после добавления деталей в спецификацию и проверка (Reload without saving)","U004","Tue Apr 29 11:52:24 GMT 2025","failed","Tue Apr 29 11:52:45 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","20750","TestCase 18 - Добавить, изменить и удалить несколько элементов одновременно в спецификацию и проверка сохранения (Add, Modify, and Delete in One Session)","U004","Tue Apr 29 11:53:29 GMT 2025","failed","Tue Apr 29 11:53:50 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","21432","TestCase 03 - Редактирование изделия - Добавьте каждый тип материала по отдельности. (Add Each Material Type Individually)","U004","Tue Apr 29 11:48:12 GMT 2025","failed","Tue Apr 29 11:48:34 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","20056","TestCase 19 - cleanup (Return to original state)","U004","Tue Apr 29 11:53:51 GMT 2025","failed","Tue Apr 29 11:54:11 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","19905","TestCase 01 - Редактирование изделия - добавление потомка (СБ) (Editing a product - adding a descendant (СБ))","U004","Tue Apr 29 11:47:25 GMT 2025","failed","Tue Apr 29 11:47:45 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
