"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TestCase 12 - Удалить сохраненный материал (Remove Saved Material)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 29 - Archive Assembly Warehouse Task All","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 00 - Check all elements on page Ordered from suppliers","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 12 - Complete Set Of Product","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 01 - Loading Task","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","TestCase 05 - Adding All Material Types at Once","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","1","Test Case 23 - Launch Into Production Product","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 10 Cbed - Moving a warehouse task to the archive","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","TestCase 15 - Перезагрузить без сохранения после добавления деталей в спецификацию и проверка (Reload without saving)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","TestCase 02 - Очистка после теста. (Cleanup after test)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","TestCase 19 - cleanup (Return to original state)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 01 Detail- Launch Detail Into Production Through Suppliers","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 24 - Launch Into Production Cbed","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 08 Cbed - Launch Cbed Into Production Through Suppliers","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","TestCase 18 - Добавить, изменить и удалить несколько элементов одновременно в спецификацию и проверка сохранения (Add, Modify, and Delete in One Session)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 09 Cbed - Checking Assembly Warehouse","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","1","Test Case 08 - Disassembly of the set","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 00 - Check all elements on page MetalWorkingWarehouse","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","TestCase 04 - Очистка после теста. (Cleanup after test)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 07 - Complete Set Of Cbed","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 27 - Checking new date by urgency","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 21 - Complete Set Of Product","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 17 - Marking Parts","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 11 - Receiving Cbed And Check Stock","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 20 - Receiving Cbed And Check Stock","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","1","TestCase 03 - Редактирование изделия - Добавьте каждый тип материала по отдельности. (Add Each Material Type Individually)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 09 - Complete Set Of Cbed After Desassembly","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 04 Detail- Checking Metalworking Warehouse","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 31 - Cleaning up warehouse residues","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","TestCase 06 - Очистка после теста. (Cleanup after test)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 19 - Receiving Part And Check Stock","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 03 Detail- Launch Detail Into Production Through Suppliers","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","TestCase 20 - Совместные изменения (Collaborative Changes)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","1","TestCase 13 - Добавить одинаковый СБ в спецификацию ДВА раза и проверка сохранения или нет (Add Duplicate Material Type)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","TestCase 08 - cleanup (Return to original state)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","TestCase 17 - cleanup delete all added details (cleanup delete all added details)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","TestCase 01 - Редактирование изделия - добавление потомка (СБ) (Editing a product - adding a descendant (СБ))","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 05 Detail - Moving a warehouse task to the archive","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","TestCase 10 - cleanup (Return to original state)","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 28 - Archive Metalworking Warehouse Task All","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 13 - Receiving Product And Check Stock","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 06 Cbed - Launch Cbed Into Production Through Suppliers","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 18 - Checking new date by urgency","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 26 - Uploading Second Shipment Task","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 16 - Loading The Second Task","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 14 - Uploading Shipment Task","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 07 Cbed - Checking Assembly Warehouse","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 05 - Launch Into Production Parts","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 15 - Checking the number of shipped entities","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","1","Test Case 06 - Marking Parts","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","0","Test Case 02 - Checking the urgency date and quantity in a shipment task","suite01","Thu May 08 06:56:14 GMT 2025","skipped","Thu May 08 06:56:14 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
