"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Test Case 4 - Verify Сборка Склад (Assembly Warehouse) Page Column header values Check for LEFT table","page003","Mon Mar 03 05:08:18 GMT 2025","skipped","Mon Mar 03 05:08:18 GMT 2025","Test Suite: page003 - Page 003 test suite to verify functionalities specific to Page 003.","main.spec.ts","",""
"","0","Test Case 9 - Verify Сборка Склад (Assembly Warehouse) Page - Compare dates with Order List for RIGHT table","page003","Mon Mar 03 05:08:18 GMT 2025","skipped","Mon Mar 03 05:08:18 GMT 2025","Test Suite: page003 - Page 003 test suite to verify functionalities specific to Page 003.","main.spec.ts","",""
"","0","Test Case 3 - Verify Сборка Склад (Assembly Warehouse) Page Column header values Check for RIGHT table","page003","Mon Mar 03 05:08:18 GMT 2025","skipped","Mon Mar 03 05:08:18 GMT 2025","Test Suite: page003 - Page 003 test suite to verify functionalities specific to Page 003.","main.spec.ts","",""
"","0","Test Case 1 - Verify Сборка Склад (Assembly Warehouse) Page Column Count and Order Check for RIGHT table","page003","Mon Mar 03 05:08:18 GMT 2025","skipped","Mon Mar 03 05:08:18 GMT 2025","Test Suite: page003 - Page 003 test suite to verify functionalities specific to Page 003.","main.spec.ts","",""
"","0","Test Case 7 - Verify Сборка Склад (Assembly Warehouse) Page search functionality LEFT table","page003","Mon Mar 03 05:08:18 GMT 2025","skipped","Mon Mar 03 05:08:18 GMT 2025","Test Suite: page003 - Page 003 test suite to verify functionalities specific to Page 003.","main.spec.ts","",""
"","0","Test Case 2 - Verify Сборка Склад (Assembly Warehouse) Page Column Count and Order Check for LEFT table","page003","Mon Mar 03 05:08:18 GMT 2025","skipped","Mon Mar 03 05:08:18 GMT 2025","Test Suite: page003 - Page 003 test suite to verify functionalities specific to Page 003.","main.spec.ts","",""
"","0","Test Case 5 - Verify Сборка Склад (Assembly Warehouse) Page Row Ordering for RIGHT table","page003","Mon Mar 03 05:08:18 GMT 2025","skipped","Mon Mar 03 05:08:18 GMT 2025","Test Suite: page003 - Page 003 test suite to verify functionalities specific to Page 003.","main.spec.ts","",""
"","0","Test Case 8 - Verify Сборка Склад (Assembly Warehouse) Page search functionality RIGHT table","page003","Mon Mar 03 05:08:18 GMT 2025","skipped","Mon Mar 03 05:08:18 GMT 2025","Test Suite: page003 - Page 003 test suite to verify functionalities specific to Page 003.","main.spec.ts","",""
"","1","Test Case 6 - Verify Сборка Склад (Assembly Warehouse) Page Row Ordering for LEFT table","page003","Mon Mar 03 05:08:18 GMT 2025","skipped","Mon Mar 03 05:08:18 GMT 2025","Test Suite: page003 - Page 003 test suite to verify functionalities specific to Page 003.","main.spec.ts","",""
"","31266","Test Case 0: Заказ склада на сборку Page - Scan tables within a specific element","page003","Mon Mar 03 05:07:46 GMT 2025","failed","Mon Mar 03 05:08:17 GMT 2025","Test Suite: page003 - Page 003 test suite to verify functionalities specific to Page 003.","main.spec.ts","",""
