"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Test Case 4 - Verify Дефицит Продукции (Product Deficit) Page Column header values Check for LEFT table","page002","Thu Apr 10 04:52:19 GMT 2025","skipped","Thu Apr 10 04:52:19 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"","0","Test Case 7 - Verify Дефицит Продукции (Product Deficit) Page search functionality LEFT table","page002","Thu Apr 10 04:52:19 GMT 2025","skipped","Thu Apr 10 04:52:19 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"","0","Test Case 6 - Verify Дефицит Продукции (Product Deficit) Page Row Ordering for LEFT table","page002","Thu Apr 10 04:52:19 GMT 2025","skipped","Thu Apr 10 04:52:19 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"","0","Test Case 2 - Verify Дефицит Продукции (Product Deficit) Page Column Count and Order Check for LEFT table","page002","Thu Apr 10 04:52:19 GMT 2025","skipped","Thu Apr 10 04:52:19 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"","0","Test Case 8 - Verify Дефицит Продукции (Product Deficit) Page search functionality RIGHT table","page002","Thu Apr 10 04:52:19 GMT 2025","skipped","Thu Apr 10 04:52:19 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"","1","Test Case 5 - Verify Дефицит Продукции (Product Deficit) Page Row Ordering for RIGHT table","page002","Thu Apr 10 04:52:19 GMT 2025","skipped","Thu Apr 10 04:52:19 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"","1","Test Case 1 - Verify Дефицит Продукции (Product Deficit) Page Column Count and Order Check for RIGHT table","page002","Thu Apr 10 04:52:19 GMT 2025","skipped","Thu Apr 10 04:52:19 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"","0","Test Case 3 - Verify Дефицит Продукции (Product Deficit) Page Column header values Check for RIGHT table","page002","Thu Apr 10 04:52:19 GMT 2025","skipped","Thu Apr 10 04:52:19 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"","856","Test case 0: Дефицит Продукции (Product Deficit) Page - Scan tables within a specific element","page002","Thu Apr 10 04:52:18 GMT 2025","failed","Thu Apr 10 04:52:19 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
"","0","Test Case 9 - Verify Дефицит Продукции (Product Deficit) Page - Compare dates with Order List for RIGHT table","page002","Thu Apr 10 04:52:19 GMT 2025","skipped","Thu Apr 10 04:52:19 GMT 2025","Test Suite: page002 - Page 002 test suite to verify functionalities specific to Page 002.","main.spec.ts","",""
