"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","488","TestCase 08 - cleanup (Return to original state)","U004","Tue Apr 29 11:36:54 GMT 2025","failed","Tue Apr 29 11:36:54 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","432","TestCase 15 - Перезагрузить без сохранения после добавления деталей в спецификацию и проверка (Reload without saving)","U004","Tue Apr 29 11:37:04 GMT 2025","failed","Tue Apr 29 11:37:04 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","596","TestCase 11 - Delete a Material Before Saving","U004","Tue Apr 29 11:36:58 GMT 2025","failed","Tue Apr 29 11:36:58 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","0","TestCase 20 - Совместные изменения (Collaborative Changes)","U004","Tue Apr 29 11:37:10 GMT 2025","skipped","Tue Apr 29 11:37:10 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","385","TestCase 19 - cleanup (Return to original state)","U004","Tue Apr 29 11:37:09 GMT 2025","failed","Tue Apr 29 11:37:09 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","1002","TestCase 02 - Очистка после теста. (Cleanup after test)","U004","Tue Apr 29 11:36:44 GMT 2025","failed","Tue Apr 29 11:36:45 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","1159","TestCase 01 - Редактирование изделия - добавление потомка (СБ) (Editing a product - adding a descendant (СБ))","U004","Tue Apr 29 11:36:40 GMT 2025","failed","Tue Apr 29 11:36:41 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","366","TestCase 17 - cleanup delete all added details (cleanup delete all added details)","U004","Tue Apr 29 11:37:06 GMT 2025","failed","Tue Apr 29 11:37:07 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","394","TestCase 09- Редактирование изделия - Сравниваем комплектацию (Edit an Existing Material ПД - Comparing the complete set)","U004","Tue Apr 29 11:36:55 GMT 2025","failed","Tue Apr 29 11:36:55 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","369","TestCase 16 - Добавьте больше материалов, чем ограниченное количество в спецификацию и проверка сохранения (Exceed Allowed Materials)","U004","Tue Apr 29 11:37:05 GMT 2025","failed","Tue Apr 29 11:37:05 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","512","TestCase 14 - Сохранить без добавления каких-либо элементов в спецификацию и проверка сохранения (Save Without Adding Material)","U004","Tue Apr 29 11:37:02 GMT 2025","failed","Tue Apr 29 11:37:03 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","382","TestCase 06 - Очистка после теста. (Cleanup after test)","U004","Tue Apr 29 11:36:51 GMT 2025","failed","Tue Apr 29 11:36:51 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","516","TestCase 07 - Редактирование изделия - Сравниваем комплектацию (Edit an Existing Детайл - Comparing the complete set)","U004","Tue Apr 29 11:36:52 GMT 2025","failed","Tue Apr 29 11:36:53 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","503","TestCase 12 - Удалить сохраненный материал (Remove Saved Material)","U004","Tue Apr 29 11:36:59 GMT 2025","failed","Tue Apr 29 11:37:00 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","354","TestCase 18 - Добавить, изменить и удалить несколько элементов одновременно в спецификацию и проверка сохранения (Add, Modify, and Delete in One Session)","U004","Tue Apr 29 11:37:08 GMT 2025","failed","Tue Apr 29 11:37:08 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","502","TestCase 10 - cleanup (Return to original state)","U004","Tue Apr 29 11:36:56 GMT 2025","failed","Tue Apr 29 11:36:57 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","648","TestCase 03 - Редактирование изделия - Добавьте каждый тип материала по отдельности. (Add Each Material Type Individually)","U004","Tue Apr 29 11:36:46 GMT 2025","failed","Tue Apr 29 11:36:47 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","358","TestCase 13 - Добавить одинаковый СБ в спецификацию ДВА раза и проверка сохранения или нет (Add Duplicate Material Type)","U004","Tue Apr 29 11:37:01 GMT 2025","failed","Tue Apr 29 11:37:01 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","436","TestCase 05 - Adding All Material Types at Once","U004","Tue Apr 29 11:36:49 GMT 2025","failed","Tue Apr 29 11:36:50 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","559","TestCase 04 - Очистка после теста. (Cleanup after test)","U004","Tue Apr 29 11:36:48 GMT 2025","failed","Tue Apr 29 11:36:48 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
