"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","434","TestCase 19 - cleanup (Return to original state)","U004","Tue Apr 29 11:40:13 GMT 2025","failed","Tue Apr 29 11:40:13 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","356","TestCase 17 - cleanup delete all added details (cleanup delete all added details)","U004","Tue Apr 29 11:40:10 GMT 2025","failed","Tue Apr 29 11:40:10 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","1","TestCase 20 - Совместные изменения (Collaborative Changes)","U004","Tue Apr 29 11:40:13 GMT 2025","skipped","Tue Apr 29 11:40:13 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","380","TestCase 14 - Сохранить без добавления каких-либо элементов в спецификацию и проверка сохранения (Save Without Adding Material)","U004","Tue Apr 29 11:40:06 GMT 2025","failed","Tue Apr 29 11:40:06 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","402","TestCase 13 - Добавить одинаковый СБ в спецификацию ДВА раза и проверка сохранения или нет (Add Duplicate Material Type)","U004","Tue Apr 29 11:40:05 GMT 2025","failed","Tue Apr 29 11:40:05 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","637","TestCase 03 - Редактирование изделия - Добавьте каждый тип материала по отдельности. (Add Each Material Type Individually)","U004","Tue Apr 29 11:39:51 GMT 2025","failed","Tue Apr 29 11:39:52 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","383","TestCase 10 - cleanup (Return to original state)","U004","Tue Apr 29 11:40:01 GMT 2025","failed","Tue Apr 29 11:40:01 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","432","TestCase 09- Редактирование изделия - Сравниваем комплектацию (Edit an Existing Material ПД - Comparing the complete set)","U004","Tue Apr 29 11:39:59 GMT 2025","failed","Tue Apr 29 11:40:00 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","353","TestCase 04 - Очистка после теста. (Cleanup after test)","U004","Tue Apr 29 11:39:52 GMT 2025","failed","Tue Apr 29 11:39:53 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","356","TestCase 11 - Delete a Material Before Saving","U004","Tue Apr 29 11:40:02 GMT 2025","failed","Tue Apr 29 11:40:03 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","361","TestCase 18 - Добавить, изменить и удалить несколько элементов одновременно в спецификацию и проверка сохранения (Add, Modify, and Delete in One Session)","U004","Tue Apr 29 11:40:11 GMT 2025","failed","Tue Apr 29 11:40:12 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","359","TestCase 15 - Перезагрузить без сохранения после добавления деталей в спецификацию и проверка (Reload without saving)","U004","Tue Apr 29 11:40:07 GMT 2025","failed","Tue Apr 29 11:40:08 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","421","TestCase 06 - Очистка после теста. (Cleanup after test)","U004","Tue Apr 29 11:39:55 GMT 2025","failed","Tue Apr 29 11:39:56 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","431","TestCase 08 - cleanup (Return to original state)","U004","Tue Apr 29 11:39:58 GMT 2025","failed","Tue Apr 29 11:39:59 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","810","TestCase 02 - Очистка после теста. (Cleanup after test)","U004","Tue Apr 29 11:39:49 GMT 2025","failed","Tue Apr 29 11:39:50 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","564","TestCase 07 - Редактирование изделия - Сравниваем комплектацию (Edit an Existing Детайл - Comparing the complete set)","U004","Tue Apr 29 11:39:57 GMT 2025","failed","Tue Apr 29 11:39:57 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","560","TestCase 05 - Adding All Material Types at Once","U004","Tue Apr 29 11:39:54 GMT 2025","failed","Tue Apr 29 11:39:54 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","390","TestCase 16 - Добавьте больше материалов, чем ограниченное количество в спецификацию и проверка сохранения (Exceed Allowed Materials)","U004","Tue Apr 29 11:40:09 GMT 2025","failed","Tue Apr 29 11:40:09 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","1746","TestCase 01 - Редактирование изделия - добавление потомка (СБ) (Editing a product - adding a descendant (СБ))","U004","Tue Apr 29 11:39:45 GMT 2025","failed","Tue Apr 29 11:39:47 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","361","TestCase 12 - Удалить сохраненный материал (Remove Saved Material)","U004","Tue Apr 29 11:40:03 GMT 2025","failed","Tue Apr 29 11:40:04 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
