"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","426","TestCase 11 - Delete a Material Before Saving","U004","Tue Apr 29 11:38:45 GMT 2025","failed","Tue Apr 29 11:38:46 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","440","TestCase 15 - Перезагрузить без сохранения после добавления деталей в спецификацию и проверка (Reload without saving)","U004","Tue Apr 29 11:38:51 GMT 2025","failed","Tue Apr 29 11:38:51 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","1101","TestCase 02 - Очистка после теста. (Cleanup after test)","U004","Tue Apr 29 11:38:31 GMT 2025","failed","Tue Apr 29 11:38:32 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","443","TestCase 13 - Добавить одинаковый СБ в спецификацию ДВА раза и проверка сохранения или нет (Add Duplicate Material Type)","U004","Tue Apr 29 11:38:48 GMT 2025","failed","Tue Apr 29 11:38:48 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","445","TestCase 05 - Adding All Material Types at Once","U004","Tue Apr 29 11:38:37 GMT 2025","failed","Tue Apr 29 11:38:37 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","393","TestCase 09- Редактирование изделия - Сравниваем комплектацию (Edit an Existing Material ПД - Comparing the complete set)","U004","Tue Apr 29 11:38:42 GMT 2025","failed","Tue Apr 29 11:38:43 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","505","TestCase 10 - cleanup (Return to original state)","U004","Tue Apr 29 11:38:44 GMT 2025","failed","Tue Apr 29 11:38:44 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","361","TestCase 18 - Добавить, изменить и удалить несколько элементов одновременно в спецификацию и проверка сохранения (Add, Modify, and Delete in One Session)","U004","Tue Apr 29 11:38:55 GMT 2025","failed","Tue Apr 29 11:38:55 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","0","TestCase 20 - Совместные изменения (Collaborative Changes)","U004","Tue Apr 29 11:38:57 GMT 2025","skipped","Tue Apr 29 11:38:57 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","436","TestCase 14 - Сохранить без добавления каких-либо элементов в спецификацию и проверка сохранения (Save Without Adding Material)","U004","Tue Apr 29 11:38:49 GMT 2025","failed","Tue Apr 29 11:38:50 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","1085","TestCase 01 - Редактирование изделия - добавление потомка (СБ) (Editing a product - adding a descendant (СБ))","U004","Tue Apr 29 11:38:26 GMT 2025","failed","Tue Apr 29 11:38:27 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","513","TestCase 08 - cleanup (Return to original state)","U004","Tue Apr 29 11:38:41 GMT 2025","failed","Tue Apr 29 11:38:41 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","379","TestCase 17 - cleanup delete all added details (cleanup delete all added details)","U004","Tue Apr 29 11:38:53 GMT 2025","failed","Tue Apr 29 11:38:54 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","439","TestCase 16 - Добавьте больше материалов, чем ограниченное количество в спецификацию и проверка сохранения (Exceed Allowed Materials)","U004","Tue Apr 29 11:38:52 GMT 2025","failed","Tue Apr 29 11:38:52 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","405","TestCase 07 - Редактирование изделия - Сравниваем комплектацию (Edit an Existing Детайл - Comparing the complete set)","U004","Tue Apr 29 11:38:39 GMT 2025","failed","Tue Apr 29 11:38:40 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","446","TestCase 12 - Удалить сохраненный материал (Remove Saved Material)","U004","Tue Apr 29 11:38:46 GMT 2025","failed","Tue Apr 29 11:38:47 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","385","TestCase 19 - cleanup (Return to original state)","U004","Tue Apr 29 11:38:56 GMT 2025","failed","Tue Apr 29 11:38:56 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","561","TestCase 06 - Очистка после теста. (Cleanup after test)","U004","Tue Apr 29 11:38:38 GMT 2025","failed","Tue Apr 29 11:38:38 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","706","TestCase 04 - Очистка после теста. (Cleanup after test)","U004","Tue Apr 29 11:38:35 GMT 2025","failed","Tue Apr 29 11:38:36 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","640","TestCase 03 - Редактирование изделия - Добавьте каждый тип материала по отдельности. (Add Each Material Type Individually)","U004","Tue Apr 29 11:38:33 GMT 2025","failed","Tue Apr 29 11:38:34 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
