"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","357","TestCase 16 - Добавьте больше материалов, чем ограниченное количество в спецификацию и проверка сохранения (Exceed Allowed Materials)","U004","Wed May 07 11:26:19 GMT 2025","failed","Wed May 07 11:26:19 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","415","TestCase 13 - Добавить одинаковый СБ в спецификацию ДВА раза и проверка сохранения или нет (Add Duplicate Material Type)","U004","Wed May 07 11:26:15 GMT 2025","failed","Wed May 07 11:26:15 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","355","TestCase 09- Редактирование изделия - Сравниваем комплектацию (Edit an Existing Material ПД - Comparing the complete set)","U004","Wed May 07 11:26:10 GMT 2025","failed","Wed May 07 11:26:10 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","755","TestCase 02 - Очистка после теста. (Cleanup after test)","U004","Wed May 07 11:26:00 GMT 2025","failed","Wed May 07 11:26:00 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","374","TestCase 08 - cleanup (Return to original state)","U004","Wed May 07 11:26:08 GMT 2025","failed","Wed May 07 11:26:09 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","1189","TestCase 01 - Редактирование изделия - добавление потомка (СБ) (Editing a product - adding a descendant (СБ))","U004","Wed May 07 11:25:56 GMT 2025","failed","Wed May 07 11:25:57 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","639","TestCase 04 - Очистка после теста. (Cleanup after test)","U004","Wed May 07 11:26:03 GMT 2025","failed","Wed May 07 11:26:03 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","382","TestCase 17 - cleanup delete all added details (cleanup delete all added details)","U004","Wed May 07 11:26:20 GMT 2025","failed","Wed May 07 11:26:21 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","0","TestCase 20 - Совместные изменения (Collaborative Changes)","U004","Wed May 07 11:26:24 GMT 2025","skipped","Wed May 07 11:26:24 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","358","TestCase 14 - Сохранить без добавления каких-либо элементов в спецификацию и проверка сохранения (Save Without Adding Material)","U004","Wed May 07 11:26:16 GMT 2025","failed","Wed May 07 11:26:17 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","359","TestCase 06 - Очистка после теста. (Cleanup after test)","U004","Wed May 07 11:26:06 GMT 2025","failed","Wed May 07 11:26:06 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","336","TestCase 18 - Добавить, изменить и удалить несколько элементов одновременно в спецификацию и проверка сохранения (Add, Modify, and Delete in One Session)","U004","Wed May 07 11:26:22 GMT 2025","failed","Wed May 07 11:26:22 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","419","TestCase 07 - Редактирование изделия - Сравниваем комплектацию (Edit an Existing Детайл - Comparing the complete set)","U004","Wed May 07 11:26:07 GMT 2025","failed","Wed May 07 11:26:07 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","379","TestCase 10 - cleanup (Return to original state)","U004","Wed May 07 11:26:11 GMT 2025","failed","Wed May 07 11:26:11 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","589","TestCase 03 - Редактирование изделия - Добавьте каждый тип материала по отдельности. (Add Each Material Type Individually)","U004","Wed May 07 11:26:01 GMT 2025","failed","Wed May 07 11:26:02 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","370","TestCase 11 - Delete a Material Before Saving","U004","Wed May 07 11:26:12 GMT 2025","failed","Wed May 07 11:26:13 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","368","TestCase 19 - cleanup (Return to original state)","U004","Wed May 07 11:26:23 GMT 2025","failed","Wed May 07 11:26:23 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","420","TestCase 12 - Удалить сохраненный материал (Remove Saved Material)","U004","Wed May 07 11:26:14 GMT 2025","failed","Wed May 07 11:26:14 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","432","TestCase 05 - Adding All Material Types at Once","U004","Wed May 07 11:26:04 GMT 2025","failed","Wed May 07 11:26:05 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
"","374","TestCase 15 - Перезагрузить без сохранения после добавления деталей в спецификацию и проверка (Reload without saving)","U004","Wed May 07 11:26:18 GMT 2025","failed","Wed May 07 11:26:18 GMT 2025","Test Suite: U004 - verify changes to full specifications after adding items to the product","main.spec.ts","",""
