"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20428","TestCase 18 - Добавить, изменить и удалить несколько элементов одновременно в спецификацию и проверка сохранения (Add, Modify, and Delete in One Session)","suite01","Thu May 08 05:09:45 GMT 2025","failed","Thu May 08 05:10:05 GMT 2025","","main.spec.ts","",""
"","20460","TestCase 17 - cleanup delete all added details (cleanup delete all added details)","suite01","Thu May 08 05:09:23 GMT 2025","failed","Thu May 08 05:09:43 GMT 2025","","main.spec.ts","",""
"","23183","TestCase 11 - Delete a Material Before Saving","suite01","Thu May 08 05:07:23 GMT 2025","failed","Thu May 08 05:07:46 GMT 2025","","main.spec.ts","",""
"","21349","TestCase 10 - cleanup (Return to original state)","suite01","Thu May 08 05:07:00 GMT 2025","failed","Thu May 08 05:07:22 GMT 2025","","main.spec.ts","",""
"","22309","TestCase 02 - Очистка после теста. (Cleanup after test)","suite01","Thu May 08 05:03:59 GMT 2025","failed","Thu May 08 05:04:21 GMT 2025","","main.spec.ts","",""
"","21593","TestCase 15 - Перезагрузить без сохранения после добавления деталей в спецификацию и проверка (Reload without saving)","suite01","Thu May 08 05:08:39 GMT 2025","failed","Thu May 08 05:09:00 GMT 2025","","main.spec.ts","",""
"","21444","TestCase 06 - Очистка после теста. (Cleanup after test)","suite01","Thu May 08 05:05:30 GMT 2025","failed","Thu May 08 05:05:52 GMT 2025","","main.spec.ts","",""
"","22712","TestCase 07 - Редактирование изделия - Сравниваем комплектацию (Edit an Existing Детайл - Comparing the complete set)","suite01","Thu May 08 05:05:53 GMT 2025","failed","Thu May 08 05:06:15 GMT 2025","","main.spec.ts","",""
"","0","TestCase 20 - Совместные изменения (Collaborative Changes)","suite01","Thu May 08 05:10:26 GMT 2025","skipped","Thu May 08 05:10:26 GMT 2025","","main.spec.ts","",""
"","20708","TestCase 08 - cleanup (Return to original state)","suite01","Thu May 08 05:06:16 GMT 2025","failed","Thu May 08 05:06:37 GMT 2025","","main.spec.ts","",""
"","19344","TestCase 01 - Редактирование изделия - добавление потомка (СБ) (Editing a product - adding a descendant (СБ))","suite01","Thu May 08 05:03:38 GMT 2025","failed","Thu May 08 05:03:58 GMT 2025","","main.spec.ts","",""
"","19734","TestCase 19 - cleanup (Return to original state)","suite01","Thu May 08 05:10:06 GMT 2025","failed","Thu May 08 05:10:26 GMT 2025","","main.spec.ts","",""
"","21473","TestCase 05 - Adding All Material Types at Once","suite01","Thu May 08 05:05:08 GMT 2025","failed","Thu May 08 05:05:29 GMT 2025","","main.spec.ts","",""
"","5668","TestCase 13 - Добавить одинаковый СБ в спецификацию ДВА раза и проверка сохранения или нет (Add Duplicate Material Type)","suite01","Thu May 08 05:08:09 GMT 2025","passed","Thu May 08 05:08:14 GMT 2025","","main.spec.ts","",""
"","18806","TestCase 02 - создат дитайл","suite01","Thu May 08 05:03:18 GMT 2025","failed","Thu May 08 05:03:37 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","23102","TestCase 14 - Сохранить без добавления каких-либо элементов в спецификацию и проверка сохранения (Save Without Adding Material)","suite01","Thu May 08 05:08:15 GMT 2025","failed","Thu May 08 05:08:38 GMT 2025","","main.spec.ts","",""
"","18612","TestCase 01 - создат дитайл - Проверка страница","suite01","Thu May 08 05:02:56 GMT 2025","failed","Thu May 08 05:03:15 GMT 2025","Test Suite: suite01 - This is a group of full page tests p02 - P04","main.spec.ts","",""
"","21622","TestCase 04 - Очистка после теста. (Cleanup after test)","suite01","Thu May 08 05:04:45 GMT 2025","failed","Thu May 08 05:05:07 GMT 2025","","main.spec.ts","",""
"","20986","TestCase 09- Редактирование изделия - Сравниваем комплектацию (Edit an Existing Material ПД - Comparing the complete set)","suite01","Thu May 08 05:06:38 GMT 2025","failed","Thu May 08 05:06:59 GMT 2025","","main.spec.ts","",""
"","20787","TestCase 16 - Добавьте больше материалов, чем ограниченное количество в спецификацию и проверка сохранения (Exceed Allowed Materials)","suite01","Thu May 08 05:09:01 GMT 2025","failed","Thu May 08 05:09:22 GMT 2025","","main.spec.ts","",""
"","20671","TestCase 12 - Удалить сохраненный материал (Remove Saved Material)","suite01","Thu May 08 05:07:47 GMT 2025","failed","Thu May 08 05:08:08 GMT 2025","","main.spec.ts","",""
"","22004","TestCase 03 - Редактирование изделия - Добавьте каждый тип материала по отдельности. (Add Each Material Type Individually)","suite01","Thu May 08 05:04:22 GMT 2025","failed","Thu May 08 05:04:44 GMT 2025","","main.spec.ts","",""
